0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
-1.091250	0.000000	-0.384750	0.000000
-1.042693	0.054878	-0.256361	0.000000
-0.993509	0.110386	-0.127657	0.000000
-0.943697	0.166526	0.001361	0.000000
-0.893256	0.223299	0.130695	0.000000
-0.842186	0.280705	0.260344	0.000000
-0.790485	0.338745	0.390307	0.000000
-0.738152	0.397421	0.520586	0.000000
-0.685188	0.456732	0.651180	0.000000
-0.631591	0.516680	0.782089	0.000000
-0.577359	0.577266	0.913312	0.000000
-0.522493	0.638490	1.044851	0.000000
-0.466992	0.700353	1.176705	0.000000
-0.410854	0.762856	1.308874	0.000000
-0.354079	0.826001	1.441358	0.000000
-0.296666	0.889787	1.574156	0.000000
-0.238614	0.954216	1.707270	0.000000
-0.179922	1.019288	1.840699	0.000000
-0.120590	1.085005	1.974443	0.000000
-0.060616	1.151367	2.108501	0.000000
-1.710000	0.000000	-0.648000	0.000000
-1.646894	0.086671	-0.404565	0.000000
-1.581471	0.175689	-0.159960	0.000000
-1.513725	0.267060	0.085815	0.000000
-1.443648	0.360792	0.332760	0.000000
-1.371234	0.456891	0.580875	0.000000
-1.296477	0.555363	0.830160	0.000000
-1.219369	0.656216	1.080615	0.000000
-1.139904	0.759456	1.332240	0.000000
-1.058075	0.865090	1.585035	0.000000
-0.973875	0.973125	1.839000	0.000000
-0.887298	1.083567	2.094135	0.000000
-0.798336	1.196424	2.350440	0.000000
-0.706983	1.311702	2.607915	0.000000
-0.613233	1.429407	2.866560	0.000000
-0.517078	1.549547	3.126375	0.000000
-0.418512	1.672128	3.387360	0.000000
-0.317528	1.797157	3.649515	0.000000
-0.214119	1.924641	3.912840	0.000000
-0.108279	2.054586	4.177335	0.000000
-1.923750	0.000000	-0.803250	0.000000
-1.874286	0.098621	-0.458291	0.000000
-1.820040	0.202125	-0.110903	0.000000
-1.760989	0.310535	0.238916	0.000000
-1.697112	0.423873	0.591165	0.000000
-1.628385	0.542162	0.945844	0.000000
-1.554785	0.665425	1.302953	0.000000
-1.476290	0.793685	1.662491	0.000000
-1.392876	0.926964	2.024460	0.000000
-1.304521	1.065285	2.388859	0.000000
-1.211203	1.208672	2.755687	0.000000
-1.112898	1.357146	3.124946	0.000000
-1.009584	1.510731	3.496635	0.000000
-0.901238	1.669449	3.870754	0.000000
-0.787836	1.833324	4.247303	0.000000
-0.669357	2.002377	4.626281	0.000000
-0.545778	2.176632	5.007690	0.000000
-0.417075	2.356112	5.391529	0.000000
-0.283227	2.540838	5.777798	0.000000
-0.144209	2.730835	6.166496	0.000000
-1.800000	0.000000	-0.864000	0.000000
-1.786551	0.093969	-0.431220	0.000000
-1.765368	0.195912	0.005520	0.000000
-1.736397	0.305883	0.446220	0.000000
-1.699584	0.423936	0.890880	0.000000
-1.654875	0.550125	1.339500	0.000000
-1.602216	0.684504	1.792080	0.000000
-1.541553	0.827127	2.248620	0.000000
-1.472832	0.978048	2.709120	0.000000
-1.395999	1.137321	3.173580	0.000000
-1.311000	1.305000	3.642000	0.000000
-1.217781	1.481139	4.114380	0.000000
-1.116288	1.665792	4.590720	0.000000
-1.006467	1.859013	5.071020	0.000000
-0.888264	2.060856	5.555280	0.000000
-0.761625	2.271375	6.043500	0.000000
-0.626496	2.490624	6.535680	0.000000
-0.482823	2.718657	7.031820	0.000000
-0.330552	2.955528	7.531920	0.000000
-0.169629	3.201291	8.035980	0.000000
-1.406250	0.000000	-0.843750	0.000000
-1.445373	0.075955	-0.337031	0.000000
-1.473609	0.163266	0.175312	0.000000
-1.490854	0.262037	0.693281	0.000000
-1.497000	0.372375	1.216875	0.000000
-1.491943	0.494385	1.746094	0.000000
-1.475578	0.628172	2.280937	0.000000
-1.447799	0.773842	2.821406	0.000000
-1.408500	0.931500	3.367500	0.000000
-1.357576	1.101252	3.919219	0.000000
-1.294922	1.283203	4.476562	0.000000
-1.220432	1.477459	5.039531	0.000000
-1.134000	1.684125	5.608125	0.000000
-1.035521	1.903307	6.182344	0.000000
-0.924891	2.135109	6.762188	0.000000
-0.802002	2.379639	7.347656	0.000000
-0.666750	2.637000	7.938750	0.000000
-0.519029	2.907299	8.535469	0.000000
-0.358734	3.190641	9.137813	0.000000
-0.185760	3.487131	9.745781	0.000000
-0.810000	0.000000	-0.756000	0.000000
-0.912435	0.047820	-0.189405	0.000000
-1.000917	0.110403	0.384480	0.000000
-1.075265	0.187930	0.965655	0.000000
-1.135296	0.280584	1.554120	0.000000
-1.180828	0.388547	2.149875	0.000000
-1.211679	0.512001	2.752920	0.000000
-1.227666	0.651129	3.363255	0.000000
-1.228608	0.806112	3.980880	0.000000
-1.214322	0.977133	4.605795	0.000000
-1.184625	1.164375	5.238000	0.000000
-1.139336	1.368019	5.877495	0.000000
-1.078272	1.588248	6.524280	0.000000
-1.001251	1.825244	7.178355	0.000000
-0.908091	2.079189	7.839720	0.000000
-0.798609	2.350266	8.508375	0.000000
-0.672624	2.638656	9.184320	0.000000
-0.529953	2.944542	9.867555	0.000000
-0.370413	3.268107	10.558080	0.000000
-0.193823	3.609532	11.255895	0.000000
